id,path,day,topic,slug,difficulty,tier,title
KPOS-CD-26-02,coding-dsa,26,2D Dynamic Programming,dp-2d,easy,must_do,2D Dynamic Programming: edge-case checker
KPOS-CD-26-03,coding-dsa,26,2D Dynamic Programming,dp-2d,easy,must_do,2D Dynamic Programming: explainable solution
KPOS-CD-26-04,coding-dsa,26,2D Dynamic Programming,dp-2d,medium,should_do,2D Dynamic Programming: interview variant 1
KPOS-CD-26-05,coding-dsa,26,2D Dynamic Programming,dp-2d,medium,should_do,2D Dynamic Programming: interview variant 2
KPOS-CD-26-06,coding-dsa,26,2D Dynamic Programming,dp-2d,medium,should_do,2D Dynamic Programming: pattern recognition drill
KPOS-CD-26-07,coding-dsa,26,2D Dynamic Programming,dp-2d,medium-hard,stretch,2D Dynamic Programming: timed placement challenge
KPOS-CD-26-08,coding-dsa,26,2D Dynamic Programming,dp-2d,medium-hard,stretch,2D Dynamic Programming: mixed follow-up
KPOS-CD-27-01,coding-dsa,27,Greedy Basics,greedy-basics,easy,must_do,Greedy Basics: warm-up implementation
KPOS-CD-27-02,coding-dsa,27,Greedy Basics,greedy-basics,easy,must_do,Greedy Basics: edge-case checker
KPOS-CD-27-03,coding-dsa,27,Greedy Basics,greedy-basics,easy,must_do,Greedy Basics: explainable solution
KPOS-CD-27-04,coding-dsa,27,Greedy Basics,greedy-basics,medium,should_do,Greedy Basics: interview variant 1
KPOS-CD-27-05,coding-dsa,27,Greedy Basics,greedy-basics,medium,should_do,Greedy Basics: interview variant 2
KPOS-CD-27-06,coding-dsa,27,Greedy Basics,greedy-basics,medium,should_do,Greedy Basics: pattern recognition drill
KPOS-CD-27-07,coding-dsa,27,Greedy Basics,greedy-basics,medium-hard,stretch,Greedy Basics: timed placement challenge
KPOS-CD-27-08,coding-dsa,27,Greedy Basics,greedy-basics,medium-hard,stretch,Greedy Basics: mixed follow-up
KPOS-CD-28-01,coding-dsa,28,Mixed Pattern Recognition,mixed-pattern-recognition,easy,must_do,Mixed Pattern Recognition: warm-up implementation
KPOS-CD-28-02,coding-dsa,28,Mixed Pattern Recognition,mixed-pattern-recognition,easy,must_do,Mixed Pattern Recognition: edge-case checker
KPOS-CD-28-03,coding-dsa,28,Mixed Pattern Recognition,mixed-pattern-recognition,easy,must_do,Mixed Pattern Recognition: explainable solution
KPOS-CD-28-04,coding-dsa,28,Mixed Pattern Recognition,mixed-pattern-recognition,medium,should_do,Mixed Pattern Recognition: interview variant 1
KPOS-CD-28-05,coding-dsa,28,Mixed Pattern Recognition,mixed-pattern-recognition,medium,should_do,Mixed Pattern Recognition: interview variant 2
KPOS-CD-28-06,coding-dsa,28,Mixed Pattern Recognition,mixed-pattern-recognition,medium,should_do,Mixed Pattern Recognition: pattern recognition drill
KPOS-CD-28-07,coding-dsa,28,Mixed Pattern Recognition,mixed-pattern-recognition,medium-hard,stretch,Mixed Pattern Recognition: timed placement challenge
KPOS-CD-28-08,coding-dsa,28,Mixed Pattern Recognition,mixed-pattern-recognition,medium-hard,stretch,Mixed Pattern Recognition: mixed follow-up
KPOS-CD-29-01,coding-dsa,29,Timed Coding Mock,timed-coding-mock,easy,must_do,Timed Coding Mock: warm-up implementation
KPOS-CD-29-02,coding-dsa,29,Timed Coding Mock,timed-coding-mock,easy,must_do,Timed Coding Mock: edge-case checker
KPOS-CD-29-03,coding-dsa,29,Timed Coding Mock,timed-coding-mock,easy,must_do,Timed Coding Mock: explainable solution
KPOS-CD-29-04,coding-dsa,29,Timed Coding Mock,timed-coding-mock,medium,should_do,Timed Coding Mock: interview variant 1
KPOS-CD-29-05,coding-dsa,29,Timed Coding Mock,timed-coding-mock,medium,should_do,Timed Coding Mock: interview variant 2
KPOS-CD-29-06,coding-dsa,29,Timed Coding Mock,timed-coding-mock,medium,should_do,Timed Coding Mock: pattern recognition drill
KPOS-CD-29-07,coding-dsa,29,Timed Coding Mock,timed-coding-mock,medium-hard,stretch,Timed Coding Mock: timed placement challenge
KPOS-CD-29-08,coding-dsa,29,Timed Coding Mock,timed-coding-mock,medium-hard,stretch,Timed Coding Mock: mixed follow-up
KPOS-CD-30-01,coding-dsa,30,Final Coding Review,final-coding-review,easy,must_do,Final Coding Review: warm-up implementation
KPOS-CD-30-02,coding-dsa,30,Final Coding Review,final-coding-review,easy,must_do,Final Coding Review: edge-case checker
KPOS-CD-30-03,coding-dsa,30,Final Coding Review,final-coding-review,easy,must_do,Final Coding Review: explainable solution
KPOS-CD-30-04,coding-dsa,30,Final Coding Review,final-coding-review,medium,should_do,Final Coding Review: interview variant 1
KPOS-CD-30-05,coding-dsa,30,Final Coding Review,final-coding-review,medium,should_do,Final Coding Review: interview variant 2
KPOS-CD-30-06,coding-dsa,30,Final Coding Review,final-coding-review,medium,should_do,Final Coding Review: pattern recognition drill
KPOS-CD-30-07,coding-dsa,30,Final Coding Review,final-coding-review,medium-hard,stretch,Final Coding Review: timed placement challenge
KPOS-CD-30-08,coding-dsa,30,Final Coding Review,final-coding-review,medium-hard,stretch,Final Coding Review: mixed follow-up
KPOS-AR-01-01,aptitude-reasoning,1,Number Basics Diagnostic,number-basics,easy,must_do,Number Basics Diagnostic drill 1
KPOS-AR-01-02,aptitude-reasoning,1,Number Basics Diagnostic,number-basics,easy,must_do,Number Basics Diagnostic drill 2
KPOS-AR-01-03,aptitude-reasoning,1,Number Basics Diagnostic,number-basics,easy,must_do,Number Basics Diagnostic drill 3
KPOS-AR-01-04,aptitude-reasoning,1,Number Basics Diagnostic,number-basics,easy,must_do,Number Basics Diagnostic drill 4
KPOS-AR-01-05,aptitude-reasoning,1,Number Basics Diagnostic,number-basics,easy,must_do,Number Basics Diagnostic drill 5
KPOS-AR-01-06,aptitude-reasoning,1,Number Basics Diagnostic,number-basics,medium,must_do,Number Basics Diagnostic drill 6
KPOS-AR-01-07,aptitude-reasoning,1,Number Basics Diagnostic,number-basics,medium,should_do,Number Basics Diagnostic drill 7
KPOS-AR-01-08,aptitude-reasoning,1,Number Basics Diagnostic,number-basics,medium,should_do,Number Basics Diagnostic drill 8
KPOS-AR-01-09,aptitude-reasoning,1,Number Basics Diagnostic,number-basics,medium,should_do,Number Basics Diagnostic drill 9
KPOS-AR-01-10,aptitude-reasoning,1,Number Basics Diagnostic,number-basics,medium,should_do,Number Basics Diagnostic drill 10
KPOS-AR-01-11,aptitude-reasoning,1,Number Basics Diagnostic,number-basics,medium-hard,stretch,Number Basics Diagnostic drill 11
KPOS-AR-01-12,aptitude-reasoning,1,Number Basics Diagnostic,number-basics,medium-hard,stretch,Number Basics Diagnostic drill 12
KPOS-AR-02-01,aptitude-reasoning,2,Percentages,percentages,easy,must_do,Percentages drill 1
KPOS-AR-02-02,aptitude-reasoning,2,Percentages,percentages,easy,must_do,Percentages drill 2
KPOS-AR-02-03,aptitude-reasoning,2,Percentages,percentages,easy,must_do,Percentages drill 3
KPOS-AR-02-04,aptitude-reasoning,2,Percentages,percentages,easy,must_do,Percentages drill 4
KPOS-AR-02-05,aptitude-reasoning,2,Percentages,percentages,easy,must_do,Percentages drill 5
KPOS-AR-02-06,aptitude-reasoning,2,Percentages,percentages,medium,must_do,Percentages drill 6
KPOS-AR-02-07,aptitude-reasoning,2,Percentages,percentages,medium,should_do,Percentages drill 7
KPOS-AR-02-08,aptitude-reasoning,2,Percentages,percentages,medium,should_do,Percentages drill 8
KPOS-AR-02-09,aptitude-reasoning,2,Percentages,percentages,medium,should_do,Percentages drill 9
KPOS-AR-02-10,aptitude-reasoning,2,Percentages,percentages,medium,should_do,Percentages drill 10
KPOS-AR-02-11,aptitude-reasoning,2,Percentages,percentages,medium-hard,stretch,Percentages drill 11
KPOS-AR-02-12,aptitude-reasoning,2,Percentages,percentages,medium-hard,stretch,Percentages drill 12
KPOS-AR-03-01,aptitude-reasoning,3,Ratios and Proportions,ratios-proportions,easy,must_do,Ratios and Proportions drill 1
KPOS-AR-03-02,aptitude-reasoning,3,Ratios and Proportions,ratios-proportions,easy,must_do,Ratios and Proportions drill 2
KPOS-AR-03-03,aptitude-reasoning,3,Ratios and Proportions,ratios-proportions,easy,must_do,Ratios and Proportions drill 3
KPOS-AR-03-04,aptitude-reasoning,3,Ratios and Proportions,ratios-proportions,easy,must_do,Ratios and Proportions drill 4
KPOS-AR-03-05,aptitude-reasoning,3,Ratios and Proportions,ratios-proportions,easy,must_do,Ratios and Proportions drill 5
KPOS-AR-03-06,aptitude-reasoning,3,Ratios and Proportions,ratios-proportions,medium,must_do,Ratios and Proportions drill 6
KPOS-AR-03-07,aptitude-reasoning,3,Ratios and Proportions,ratios-proportions,medium,should_do,Ratios and Proportions drill 7
KPOS-AR-03-08,aptitude-reasoning,3,Ratios and Proportions,ratios-proportions,medium,should_do,Ratios and Proportions drill 8
KPOS-AR-03-09,aptitude-reasoning,3,Ratios and Proportions,ratios-proportions,medium,should_do,Ratios and Proportions drill 9
KPOS-AR-03-10,aptitude-reasoning,3,Ratios and Proportions,ratios-proportions,medium,should_do,Ratios and Proportions drill 10
KPOS-AR-03-11,aptitude-reasoning,3,Ratios and Proportions,ratios-proportions,medium-hard,stretch,Ratios and Proportions drill 11
KPOS-AR-03-12,aptitude-reasoning,3,Ratios and Proportions,ratios-proportions,medium-hard,stretch,Ratios and Proportions drill 12
KPOS-AR-04-01,aptitude-reasoning,4,Averages,averages,easy,must_do,Averages drill 1
KPOS-AR-04-02,aptitude-reasoning,4,Averages,averages,easy,must_do,Averages drill 2
KPOS-AR-04-03,aptitude-reasoning,4,Averages,averages,easy,must_do,Averages drill 3
KPOS-AR-04-04,aptitude-reasoning,4,Averages,averages,easy,must_do,Averages drill 4
KPOS-AR-04-05,aptitude-reasoning,4,Averages,averages,easy,must_do,Averages drill 5
KPOS-AR-04-06,aptitude-reasoning,4,Averages,averages,medium,must_do,Averages drill 6
KPOS-AR-04-07,aptitude-reasoning,4,Averages,averages,medium,should_do,Averages drill 7
KPOS-AR-04-08,aptitude-reasoning,4,Averages,averages,medium,should_do,Averages drill 8
KPOS-AR-04-09,aptitude-reasoning,4,Averages,averages,medium,should_do,Averages drill 9
KPOS-AR-04-10,aptitude-reasoning,4,Averages,averages,medium,should_do,Averages drill 10
KPOS-AR-04-11,aptitude-reasoning,4,Averages,averages,medium-hard,stretch,Averages drill 11
KPOS-AR-04-12,aptitude-reasoning,4,Averages,averages,medium-hard,stretch,Averages drill 12
KPOS-AR-05-01,aptitude-reasoning,5,Profit and Loss,profit-loss,easy,must_do,Profit and Loss drill 1
KPOS-AR-05-02,aptitude-reasoning,5,Profit and Loss,profit-loss,easy,must_do,Profit and Loss drill 2
KPOS-AR-05-03,aptitude-reasoning,5,Profit and Loss,profit-loss,easy,must_do,Profit and Loss drill 3
KPOS-AR-05-04,aptitude-reasoning,5,Profit and Loss,profit-loss,easy,must_do,Profit and Loss drill 4
KPOS-AR-05-05,aptitude-reasoning,5,Profit and Loss,profit-loss,easy,must_do,Profit and Loss drill 5
KPOS-AR-05-06,aptitude-reasoning,5,Profit and Loss,profit-loss,medium,must_do,Profit and Loss drill 6
KPOS-AR-05-07,aptitude-reasoning,5,Profit and Loss,profit-loss,medium,should_do,Profit and Loss drill 7
KPOS-AR-05-08,aptitude-reasoning,5,Profit and Loss,profit-loss,medium,should_do,Profit and Loss drill 8
KPOS-AR-05-09,aptitude-reasoning,5,Profit and Loss,profit-loss,medium,should_do,Profit and Loss drill 9
KPOS-AR-05-10,aptitude-reasoning,5,Profit and Loss,profit-loss,medium,should_do,Profit and Loss drill 10
KPOS-AR-05-11,aptitude-reasoning,5,Profit and Loss,profit-loss,medium-hard,stretch,Profit and Loss drill 11
KPOS-AR-05-12,aptitude-reasoning,5,Profit and Loss,profit-loss,medium-hard,stretch,Profit and Loss drill 12
KPOS-AR-06-01,aptitude-reasoning,6,Simple and Compound Interest,simple-compound-interest,easy,must_do,Simple and Compound Interest drill 1
KPOS-AR-06-02,aptitude-reasoning,6,Simple and Compound Interest,simple-compound-interest,easy,must_do,Simple and Compound Interest drill 2
KPOS-AR-06-03,aptitude-reasoning,6,Simple and Compound Interest,simple-compound-interest,easy,must_do,Simple and Compound Interest drill 3
KPOS-AR-06-04,aptitude-reasoning,6,Simple and Compound Interest,simple-compound-interest,easy,must_do,Simple and Compound Interest drill 4
KPOS-AR-06-05,aptitude-reasoning,6,Simple and Compound Interest,simple-compound-interest,easy,must_do,Simple and Compound Interest drill 5
KPOS-AR-06-06,aptitude-reasoning,6,Simple and Compound Interest,simple-compound-interest,medium,must_do,Simple and Compound Interest drill 6
KPOS-AR-06-07,aptitude-reasoning,6,Simple and Compound Interest,simple-compound-interest,medium,should_do,Simple and Compound Interest drill 7
KPOS-AR-06-08,aptitude-reasoning,6,Simple and Compound Interest,simple-compound-interest,medium,should_do,Simple and Compound Interest drill 8
KPOS-AR-06-09,aptitude-reasoning,6,Simple and Compound Interest,simple-compound-interest,medium,should_do,Simple and Compound Interest drill 9
KPOS-AR-06-10,aptitude-reasoning,6,Simple and Compound Interest,simple-compound-interest,medium,should_do,Simple and Compound Interest drill 10
KPOS-AR-06-11,aptitude-reasoning,6,Simple and Compound Interest,simple-compound-interest,medium-hard,stretch,Simple and Compound Interest drill 11
KPOS-AR-06-12,aptitude-reasoning,6,Simple and Compound Interest,simple-compound-interest,medium-hard,stretch,Simple and Compound Interest drill 12
KPOS-AR-07-01,aptitude-reasoning,7,Time and Work,time-and-work,easy,must_do,Time and Work drill 1
KPOS-AR-07-02,aptitude-reasoning,7,Time and Work,time-and-work,easy,must_do,Time and Work drill 2
KPOS-AR-07-03,aptitude-reasoning,7,Time and Work,time-and-work,easy,must_do,Time and Work drill 3
KPOS-AR-07-04,aptitude-reasoning,7,Time and Work,time-and-work,easy,must_do,Time and Work drill 4
KPOS-AR-07-05,aptitude-reasoning,7,Time and Work,time-and-work,easy,must_do,Time and Work drill 5
KPOS-AR-07-06,aptitude-reasoning,7,Time and Work,time-and-work,medium,must_do,Time and Work drill 6
KPOS-AR-07-07,aptitude-reasoning,7,Time and Work,time-and-work,medium,should_do,Time and Work drill 7
KPOS-AR-07-08,aptitude-reasoning,7,Time and Work,time-and-work,medium,should_do,Time and Work drill 8
KPOS-AR-07-09,aptitude-reasoning,7,Time and Work,time-and-work,medium,should_do,Time and Work drill 9
KPOS-AR-07-10,aptitude-reasoning,7,Time and Work,time-and-work,medium,should_do,Time and Work drill 10
KPOS-AR-07-11,aptitude-reasoning,7,Time and Work,time-and-work,medium-hard,stretch,Time and Work drill 11
KPOS-AR-07-12,aptitude-reasoning,7,Time and Work,time-and-work,medium-hard,stretch,Time and Work drill 12
KPOS-AR-08-01,aptitude-reasoning,8,Pipes and Cisterns,pipes-cisterns,easy,must_do,Pipes and Cisterns drill 1
KPOS-AR-08-02,aptitude-reasoning,8,Pipes and Cisterns,pipes-cisterns,easy,must_do,Pipes and Cisterns drill 2
KPOS-AR-08-03,aptitude-reasoning,8,Pipes and Cisterns,pipes-cisterns,easy,must_do,Pipes and Cisterns drill 3
KPOS-AR-08-04,aptitude-reasoning,8,Pipes and Cisterns,pipes-cisterns,easy,must_do,Pipes and Cisterns drill 4
KPOS-AR-08-05,aptitude-reasoning,8,Pipes and Cisterns,pipes-cisterns,easy,must_do,Pipes and Cisterns drill 5
KPOS-AR-08-06,aptitude-reasoning,8,Pipes and Cisterns,pipes-cisterns,medium,must_do,Pipes and Cisterns drill 6
KPOS-AR-08-07,aptitude-reasoning,8,Pipes and Cisterns,pipes-cisterns,medium,should_do,Pipes and Cisterns drill 7
KPOS-AR-08-08,aptitude-reasoning,8,Pipes and Cisterns,pipes-cisterns,medium,should_do,Pipes and Cisterns drill 8
KPOS-AR-08-09,aptitude-reasoning,8,Pipes and Cisterns,pipes-cisterns,medium,should_do,Pipes and Cisterns drill 9
KPOS-AR-08-10,aptitude-reasoning,8,Pipes and Cisterns,pipes-cisterns,medium,should_do,Pipes and Cisterns drill 10
KPOS-AR-08-11,aptitude-reasoning,8,Pipes and Cisterns,pipes-cisterns,medium-hard,stretch,Pipes and Cisterns drill 11
KPOS-AR-08-12,aptitude-reasoning,8,Pipes and Cisterns,pipes-cisterns,medium-hard,stretch,Pipes and Cisterns drill 12
KPOS-AR-09-01,aptitude-reasoning,9,"Speed, Time, and Distance",speed-time-distance,easy,must_do,"Speed, Time, and Distance drill 1"
KPOS-AR-09-02,aptitude-reasoning,9,"Speed, Time, and Distance",speed-time-distance,easy,must_do,"Speed, Time, and Distance drill 2"
KPOS-AR-09-03,aptitude-reasoning,9,"Speed, Time, and Distance",speed-time-distance,easy,must_do,"Speed, Time, and Distance drill 3"
KPOS-AR-09-04,aptitude-reasoning,9,"Speed, Time, and Distance",speed-time-distance,easy,must_do,"Speed, Time, and Distance drill 4"
KPOS-AR-09-05,aptitude-reasoning,9,"Speed, Time, and Distance",speed-time-distance,easy,must_do,"Speed, Time, and Distance drill 5"
KPOS-AR-09-06,aptitude-reasoning,9,"Speed, Time, and Distance",speed-time-distance,medium,must_do,"Speed, Time, and Distance drill 6"
KPOS-AR-09-07,aptitude-reasoning,9,"Speed, Time, and Distance",speed-time-distance,medium,should_do,"Speed, Time, and Distance drill 7"
KPOS-AR-09-08,aptitude-reasoning,9,"Speed, Time, and Distance",speed-time-distance,medium,should_do,"Speed, Time, and Distance drill 8"
KPOS-AR-09-09,aptitude-reasoning,9,"Speed, Time, and Distance",speed-time-distance,medium,should_do,"Speed, Time, and Distance drill 9"
KPOS-AR-09-10,aptitude-reasoning,9,"Speed, Time, and Distance",speed-time-distance,medium,should_do,"Speed, Time, and Distance drill 10"
KPOS-AR-09-11,aptitude-reasoning,9,"Speed, Time, and Distance",speed-time-distance,medium-hard,stretch,"Speed, Time, and Distance drill 11"
KPOS-AR-09-12,aptitude-reasoning,9,"Speed, Time, and Distance",speed-time-distance,medium-hard,stretch,"Speed, Time, and Distance drill 12"
KPOS-AR-10-01,aptitude-reasoning,10,Trains and Boats,trains-boats,easy,must_do,Trains and Boats drill 1
KPOS-AR-10-02,aptitude-reasoning,10,Trains and Boats,trains-boats,easy,must_do,Trains and Boats drill 2
KPOS-AR-10-03,aptitude-reasoning,10,Trains and Boats,trains-boats,easy,must_do,Trains and Boats drill 3
KPOS-AR-10-04,aptitude-reasoning,10,Trains and Boats,trains-boats,easy,must_do,Trains and Boats drill 4
KPOS-AR-10-05,aptitude-reasoning,10,Trains and Boats,trains-boats,easy,must_do,Trains and Boats drill 5
KPOS-AR-10-06,aptitude-reasoning,10,Trains and Boats,trains-boats,medium,must_do,Trains and Boats drill 6
KPOS-AR-10-07,aptitude-reasoning,10,Trains and Boats,trains-boats,medium,should_do,Trains and Boats drill 7
KPOS-AR-10-08,aptitude-reasoning,10,Trains and Boats,trains-boats,medium,should_do,Trains and Boats drill 8
KPOS-AR-10-09,aptitude-reasoning,10,Trains and Boats,trains-boats,medium,should_do,Trains and Boats drill 9
KPOS-AR-10-10,aptitude-reasoning,10,Trains and Boats,trains-boats,medium,should_do,Trains and Boats drill 10
KPOS-AR-10-11,aptitude-reasoning,10,Trains and Boats,trains-boats,medium-hard,stretch,Trains and Boats drill 11
KPOS-AR-10-12,aptitude-reasoning,10,Trains and Boats,trains-boats,medium-hard,stretch,Trains and Boats drill 12
KPOS-AR-11-01,aptitude-reasoning,11,Mixtures and Alligation,mixtures-alligation,easy,must_do,Mixtures and Alligation drill 1
KPOS-AR-11-02,aptitude-reasoning,11,Mixtures and Alligation,mixtures-alligation,easy,must_do,Mixtures and Alligation drill 2
KPOS-AR-11-03,aptitude-reasoning,11,Mixtures and Alligation,mixtures-alligation,easy,must_do,Mixtures and Alligation drill 3
KPOS-AR-11-04,aptitude-reasoning,11,Mixtures and Alligation,mixtures-alligation,easy,must_do,Mixtures and Alligation drill 4
KPOS-AR-11-05,aptitude-reasoning,11,Mixtures and Alligation,mixtures-alligation,easy,must_do,Mixtures and Alligation drill 5
KPOS-AR-11-06,aptitude-reasoning,11,Mixtures and Alligation,mixtures-alligation,medium,must_do,Mixtures and Alligation drill 6
KPOS-AR-11-07,aptitude-reasoning,11,Mixtures and Alligation,mixtures-alligation,medium,should_do,Mixtures and Alligation drill 7
KPOS-AR-11-08,aptitude-reasoning,11,Mixtures and Alligation,mixtures-alligation,medium,should_do,Mixtures and Alligation drill 8
KPOS-AR-11-09,aptitude-reasoning,11,Mixtures and Alligation,mixtures-alligation,medium,should_do,Mixtures and Alligation drill 9
KPOS-AR-11-10,aptitude-reasoning,11,Mixtures and Alligation,mixtures-alligation,medium,should_do,Mixtures and Alligation drill 10
KPOS-AR-11-11,aptitude-reasoning,11,Mixtures and Alligation,mixtures-alligation,medium-hard,stretch,Mixtures and Alligation drill 11
KPOS-AR-11-12,aptitude-reasoning,11,Mixtures and Alligation,mixtures-alligation,medium-hard,stretch,Mixtures and Alligation drill 12
KPOS-AR-12-01,aptitude-reasoning,12,Permutation and Combination,permutation-combination,easy,must_do,Permutation and Combination drill 1
KPOS-AR-12-02,aptitude-reasoning,12,Permutation and Combination,permutation-combination,easy,must_do,Permutation and Combination drill 2
KPOS-AR-12-03,aptitude-reasoning,12,Permutation and Combination,permutation-combination,easy,must_do,Permutation and Combination drill 3
KPOS-AR-12-04,aptitude-reasoning,12,Permutation and Combination,permutation-combination,easy,must_do,Permutation and Combination drill 4
KPOS-AR-12-05,aptitude-reasoning,12,Permutation and Combination,permutation-combination,easy,must_do,Permutation and Combination drill 5
KPOS-AR-12-06,aptitude-reasoning,12,Permutation and Combination,permutation-combination,medium,must_do,Permutation and Combination drill 6
KPOS-AR-12-07,aptitude-reasoning,12,Permutation and Combination,permutation-combination,medium,should_do,Permutation and Combination drill 7
KPOS-AR-12-08,aptitude-reasoning,12,Permutation and Combination,permutation-combination,medium,should_do,Permutation and Combination drill 8
KPOS-AR-12-09,aptitude-reasoning,12,Permutation and Combination,permutation-combination,medium,should_do,Permutation and Combination drill 9
KPOS-AR-12-10,aptitude-reasoning,12,Permutation and Combination,permutation-combination,medium,should_do,Permutation and Combination drill 10
KPOS-AR-12-11,aptitude-reasoning,12,Permutation and Combination,permutation-combination,medium-hard,stretch,Permutation and Combination drill 11
KPOS-AR-12-12,aptitude-reasoning,12,Permutation and Combination,permutation-combination,medium-hard,stretch,Permutation and Combination drill 12
KPOS-AR-13-01,aptitude-reasoning,13,Probability,probability,easy,must_do,Probability drill 1
KPOS-AR-13-02,aptitude-reasoning,13,Probability,probability,easy,must_do,Probability drill 2
KPOS-AR-13-03,aptitude-reasoning,13,Probability,probability,easy,must_do,Probability drill 3
KPOS-AR-13-04,aptitude-reasoning,13,Probability,probability,easy,must_do,Probability drill 4
KPOS-AR-13-05,aptitude-reasoning,13,Probability,probability,easy,must_do,Probability drill 5
KPOS-AR-13-06,aptitude-reasoning,13,Probability,probability,medium,must_do,Probability drill 6
KPOS-AR-13-07,aptitude-reasoning,13,Probability,probability,medium,should_do,Probability drill 7
KPOS-AR-13-08,aptitude-reasoning,13,Probability,probability,medium,should_do,Probability drill 8
KPOS-AR-13-09,aptitude-reasoning,13,Probability,probability,medium,should_do,Probability drill 9
KPOS-AR-13-10,aptitude-reasoning,13,Probability,probability,medium,should_do,Probability drill 10
KPOS-AR-13-11,aptitude-reasoning,13,Probability,probability,medium-hard,stretch,Probability drill 11
KPOS-AR-13-12,aptitude-reasoning,13,Probability,probability,medium-hard,stretch,Probability drill 12
KPOS-AR-14-01,aptitude-reasoning,14,Number Series,number-series,easy,must_do,Number Series drill 1
KPOS-AR-14-02,aptitude-reasoning,14,Number Series,number-series,easy,must_do,Number Series drill 2
KPOS-AR-14-03,aptitude-reasoning,14,Number Series,number-series,easy,must_do,Number Series drill 3
KPOS-AR-14-04,aptitude-reasoning,14,Number Series,number-series,easy,must_do,Number Series drill 4
KPOS-AR-14-05,aptitude-reasoning,14,Number Series,number-series,easy,must_do,Number Series drill 5
