id,path,day,topic,slug,difficulty,tier,title
KPOS-AR-14-06,aptitude-reasoning,14,Number Series,number-series,medium,must_do,Number Series drill 6
KPOS-AR-14-07,aptitude-reasoning,14,Number Series,number-series,medium,should_do,Number Series drill 7
KPOS-AR-14-08,aptitude-reasoning,14,Number Series,number-series,medium,should_do,Number Series drill 8
KPOS-AR-14-09,aptitude-reasoning,14,Number Series,number-series,medium,should_do,Number Series drill 9
KPOS-AR-14-10,aptitude-reasoning,14,Number Series,number-series,medium,should_do,Number Series drill 10
KPOS-AR-14-11,aptitude-reasoning,14,Number Series,number-series,medium-hard,stretch,Number Series drill 11
KPOS-AR-14-12,aptitude-reasoning,14,Number Series,number-series,medium-hard,stretch,Number Series drill 12
KPOS-AR-15-01,aptitude-reasoning,15,Coding-Decoding,coding-decoding,easy,must_do,Coding-Decoding drill 1
KPOS-AR-15-02,aptitude-reasoning,15,Coding-Decoding,coding-decoding,easy,must_do,Coding-Decoding drill 2
KPOS-AR-15-03,aptitude-reasoning,15,Coding-Decoding,coding-decoding,easy,must_do,Coding-Decoding drill 3
KPOS-AR-15-04,aptitude-reasoning,15,Coding-Decoding,coding-decoding,easy,must_do,Coding-Decoding drill 4
KPOS-AR-15-05,aptitude-reasoning,15,Coding-Decoding,coding-decoding,easy,must_do,Coding-Decoding drill 5
KPOS-AR-15-06,aptitude-reasoning,15,Coding-Decoding,coding-decoding,medium,must_do,Coding-Decoding drill 6
KPOS-AR-15-07,aptitude-reasoning,15,Coding-Decoding,coding-decoding,medium,should_do,Coding-Decoding drill 7
KPOS-AR-15-08,aptitude-reasoning,15,Coding-Decoding,coding-decoding,medium,should_do,Coding-Decoding drill 8
KPOS-AR-15-09,aptitude-reasoning,15,Coding-Decoding,coding-decoding,medium,should_do,Coding-Decoding drill 9
KPOS-AR-15-10,aptitude-reasoning,15,Coding-Decoding,coding-decoding,medium,should_do,Coding-Decoding drill 10
KPOS-AR-15-11,aptitude-reasoning,15,Coding-Decoding,coding-decoding,medium-hard,stretch,Coding-Decoding drill 11
KPOS-AR-15-12,aptitude-reasoning,15,Coding-Decoding,coding-decoding,medium-hard,stretch,Coding-Decoding drill 12
KPOS-AR-16-01,aptitude-reasoning,16,Blood Relations,blood-relations,easy,must_do,Blood Relations drill 1
KPOS-AR-16-02,aptitude-reasoning,16,Blood Relations,blood-relations,easy,must_do,Blood Relations drill 2
KPOS-AR-16-03,aptitude-reasoning,16,Blood Relations,blood-relations,easy,must_do,Blood Relations drill 3
KPOS-AR-16-04,aptitude-reasoning,16,Blood Relations,blood-relations,easy,must_do,Blood Relations drill 4
KPOS-AR-16-05,aptitude-reasoning,16,Blood Relations,blood-relations,easy,must_do,Blood Relations drill 5
KPOS-AR-16-06,aptitude-reasoning,16,Blood Relations,blood-relations,medium,must_do,Blood Relations drill 6
KPOS-AR-16-07,aptitude-reasoning,16,Blood Relations,blood-relations,medium,should_do,Blood Relations drill 7
KPOS-AR-16-08,aptitude-reasoning,16,Blood Relations,blood-relations,medium,should_do,Blood Relations drill 8
KPOS-AR-16-09,aptitude-reasoning,16,Blood Relations,blood-relations,medium,should_do,Blood Relations drill 9
KPOS-AR-16-10,aptitude-reasoning,16,Blood Relations,blood-relations,medium,should_do,Blood Relations drill 10
KPOS-AR-16-11,aptitude-reasoning,16,Blood Relations,blood-relations,medium-hard,stretch,Blood Relations drill 11
KPOS-AR-16-12,aptitude-reasoning,16,Blood Relations,blood-relations,medium-hard,stretch,Blood Relations drill 12
KPOS-AR-17-01,aptitude-reasoning,17,Direction Sense,direction-sense,easy,must_do,Direction Sense drill 1
KPOS-AR-17-02,aptitude-reasoning,17,Direction Sense,direction-sense,easy,must_do,Direction Sense drill 2
KPOS-AR-17-03,aptitude-reasoning,17,Direction Sense,direction-sense,easy,must_do,Direction Sense drill 3
KPOS-AR-17-04,aptitude-reasoning,17,Direction Sense,direction-sense,easy,must_do,Direction Sense drill 4
KPOS-AR-17-05,aptitude-reasoning,17,Direction Sense,direction-sense,easy,must_do,Direction Sense drill 5
KPOS-AR-17-06,aptitude-reasoning,17,Direction Sense,direction-sense,medium,must_do,Direction Sense drill 6
KPOS-AR-17-07,aptitude-reasoning,17,Direction Sense,direction-sense,medium,should_do,Direction Sense drill 7
KPOS-AR-17-08,aptitude-reasoning,17,Direction Sense,direction-sense,medium,should_do,Direction Sense drill 8
KPOS-AR-17-09,aptitude-reasoning,17,Direction Sense,direction-sense,medium,should_do,Direction Sense drill 9
KPOS-AR-17-10,aptitude-reasoning,17,Direction Sense,direction-sense,medium,should_do,Direction Sense drill 10
KPOS-AR-17-11,aptitude-reasoning,17,Direction Sense,direction-sense,medium-hard,stretch,Direction Sense drill 11
KPOS-AR-17-12,aptitude-reasoning,17,Direction Sense,direction-sense,medium-hard,stretch,Direction Sense drill 12
KPOS-AR-18-01,aptitude-reasoning,18,Syllogisms,syllogisms,easy,must_do,Syllogisms drill 1
KPOS-AR-18-02,aptitude-reasoning,18,Syllogisms,syllogisms,easy,must_do,Syllogisms drill 2
KPOS-AR-18-03,aptitude-reasoning,18,Syllogisms,syllogisms,easy,must_do,Syllogisms drill 3
KPOS-AR-18-04,aptitude-reasoning,18,Syllogisms,syllogisms,easy,must_do,Syllogisms drill 4
KPOS-AR-18-05,aptitude-reasoning,18,Syllogisms,syllogisms,easy,must_do,Syllogisms drill 5
KPOS-AR-18-06,aptitude-reasoning,18,Syllogisms,syllogisms,medium,must_do,Syllogisms drill 6
KPOS-AR-18-07,aptitude-reasoning,18,Syllogisms,syllogisms,medium,should_do,Syllogisms drill 7
KPOS-AR-18-08,aptitude-reasoning,18,Syllogisms,syllogisms,medium,should_do,Syllogisms drill 8
KPOS-AR-18-09,aptitude-reasoning,18,Syllogisms,syllogisms,medium,should_do,Syllogisms drill 9
KPOS-AR-18-10,aptitude-reasoning,18,Syllogisms,syllogisms,medium,should_do,Syllogisms drill 10
KPOS-AR-18-11,aptitude-reasoning,18,Syllogisms,syllogisms,medium-hard,stretch,Syllogisms drill 11
KPOS-AR-18-12,aptitude-reasoning,18,Syllogisms,syllogisms,medium-hard,stretch,Syllogisms drill 12
KPOS-AR-19-01,aptitude-reasoning,19,Seating Arrangement,seating-arrangement,easy,must_do,Seating Arrangement drill 1
KPOS-AR-19-02,aptitude-reasoning,19,Seating Arrangement,seating-arrangement,easy,must_do,Seating Arrangement drill 2
KPOS-AR-19-03,aptitude-reasoning,19,Seating Arrangement,seating-arrangement,easy,must_do,Seating Arrangement drill 3
KPOS-AR-19-04,aptitude-reasoning,19,Seating Arrangement,seating-arrangement,easy,must_do,Seating Arrangement drill 4
KPOS-AR-19-05,aptitude-reasoning,19,Seating Arrangement,seating-arrangement,easy,must_do,Seating Arrangement drill 5
KPOS-AR-19-06,aptitude-reasoning,19,Seating Arrangement,seating-arrangement,medium,must_do,Seating Arrangement drill 6
KPOS-AR-19-07,aptitude-reasoning,19,Seating Arrangement,seating-arrangement,medium,should_do,Seating Arrangement drill 7
KPOS-AR-19-08,aptitude-reasoning,19,Seating Arrangement,seating-arrangement,medium,should_do,Seating Arrangement drill 8
KPOS-AR-19-09,aptitude-reasoning,19,Seating Arrangement,seating-arrangement,medium,should_do,Seating Arrangement drill 9
KPOS-AR-19-10,aptitude-reasoning,19,Seating Arrangement,seating-arrangement,medium,should_do,Seating Arrangement drill 10
KPOS-AR-19-11,aptitude-reasoning,19,Seating Arrangement,seating-arrangement,medium-hard,stretch,Seating Arrangement drill 11
KPOS-AR-19-12,aptitude-reasoning,19,Seating Arrangement,seating-arrangement,medium-hard,stretch,Seating Arrangement drill 12
KPOS-AR-20-01,aptitude-reasoning,20,Data Interpretation: Tables,data-interpretation-tables,easy,must_do,Data Interpretation: Tables drill 1
KPOS-AR-20-02,aptitude-reasoning,20,Data Interpretation: Tables,data-interpretation-tables,easy,must_do,Data Interpretation: Tables drill 2
KPOS-AR-20-03,aptitude-reasoning,20,Data Interpretation: Tables,data-interpretation-tables,easy,must_do,Data Interpretation: Tables drill 3
KPOS-AR-20-04,aptitude-reasoning,20,Data Interpretation: Tables,data-interpretation-tables,easy,must_do,Data Interpretation: Tables drill 4
KPOS-AR-20-05,aptitude-reasoning,20,Data Interpretation: Tables,data-interpretation-tables,easy,must_do,Data Interpretation: Tables drill 5
KPOS-AR-20-06,aptitude-reasoning,20,Data Interpretation: Tables,data-interpretation-tables,medium,must_do,Data Interpretation: Tables drill 6
KPOS-AR-20-07,aptitude-reasoning,20,Data Interpretation: Tables,data-interpretation-tables,medium,should_do,Data Interpretation: Tables drill 7
KPOS-AR-20-08,aptitude-reasoning,20,Data Interpretation: Tables,data-interpretation-tables,medium,should_do,Data Interpretation: Tables drill 8
KPOS-AR-20-09,aptitude-reasoning,20,Data Interpretation: Tables,data-interpretation-tables,medium,should_do,Data Interpretation: Tables drill 9
KPOS-AR-20-10,aptitude-reasoning,20,Data Interpretation: Tables,data-interpretation-tables,medium,should_do,Data Interpretation: Tables drill 10
KPOS-AR-20-11,aptitude-reasoning,20,Data Interpretation: Tables,data-interpretation-tables,medium-hard,stretch,Data Interpretation: Tables drill 11
KPOS-AR-20-12,aptitude-reasoning,20,Data Interpretation: Tables,data-interpretation-tables,medium-hard,stretch,Data Interpretation: Tables drill 12
KPOS-AR-21-01,aptitude-reasoning,21,Data Interpretation: Charts,data-interpretation-charts,easy,must_do,Data Interpretation: Charts drill 1
KPOS-AR-21-02,aptitude-reasoning,21,Data Interpretation: Charts,data-interpretation-charts,easy,must_do,Data Interpretation: Charts drill 2
KPOS-AR-21-03,aptitude-reasoning,21,Data Interpretation: Charts,data-interpretation-charts,easy,must_do,Data Interpretation: Charts drill 3
KPOS-AR-21-04,aptitude-reasoning,21,Data Interpretation: Charts,data-interpretation-charts,easy,must_do,Data Interpretation: Charts drill 4
KPOS-AR-21-05,aptitude-reasoning,21,Data Interpretation: Charts,data-interpretation-charts,easy,must_do,Data Interpretation: Charts drill 5
KPOS-AR-21-06,aptitude-reasoning,21,Data Interpretation: Charts,data-interpretation-charts,medium,must_do,Data Interpretation: Charts drill 6
KPOS-AR-21-07,aptitude-reasoning,21,Data Interpretation: Charts,data-interpretation-charts,medium,should_do,Data Interpretation: Charts drill 7
KPOS-AR-21-08,aptitude-reasoning,21,Data Interpretation: Charts,data-interpretation-charts,medium,should_do,Data Interpretation: Charts drill 8
KPOS-AR-21-09,aptitude-reasoning,21,Data Interpretation: Charts,data-interpretation-charts,medium,should_do,Data Interpretation: Charts drill 9
KPOS-AR-21-10,aptitude-reasoning,21,Data Interpretation: Charts,data-interpretation-charts,medium,should_do,Data Interpretation: Charts drill 10
KPOS-AR-21-11,aptitude-reasoning,21,Data Interpretation: Charts,data-interpretation-charts,medium-hard,stretch,Data Interpretation: Charts drill 11
KPOS-AR-21-12,aptitude-reasoning,21,Data Interpretation: Charts,data-interpretation-charts,medium-hard,stretch,Data Interpretation: Charts drill 12
KPOS-AR-22-01,aptitude-reasoning,22,Clocks and Calendars,clocks-calendars,easy,must_do,Clocks and Calendars drill 1
KPOS-AR-22-02,aptitude-reasoning,22,Clocks and Calendars,clocks-calendars,easy,must_do,Clocks and Calendars drill 2
KPOS-AR-22-03,aptitude-reasoning,22,Clocks and Calendars,clocks-calendars,easy,must_do,Clocks and Calendars drill 3
KPOS-AR-22-04,aptitude-reasoning,22,Clocks and Calendars,clocks-calendars,easy,must_do,Clocks and Calendars drill 4
KPOS-AR-22-05,aptitude-reasoning,22,Clocks and Calendars,clocks-calendars,easy,must_do,Clocks and Calendars drill 5
KPOS-AR-22-06,aptitude-reasoning,22,Clocks and Calendars,clocks-calendars,medium,must_do,Clocks and Calendars drill 6
KPOS-AR-22-07,aptitude-reasoning,22,Clocks and Calendars,clocks-calendars,medium,should_do,Clocks and Calendars drill 7
KPOS-AR-22-08,aptitude-reasoning,22,Clocks and Calendars,clocks-calendars,medium,should_do,Clocks and Calendars drill 8
KPOS-AR-22-09,aptitude-reasoning,22,Clocks and Calendars,clocks-calendars,medium,should_do,Clocks and Calendars drill 9
KPOS-AR-22-10,aptitude-reasoning,22,Clocks and Calendars,clocks-calendars,medium,should_do,Clocks and Calendars drill 10
KPOS-AR-22-11,aptitude-reasoning,22,Clocks and Calendars,clocks-calendars,medium-hard,stretch,Clocks and Calendars drill 11
KPOS-AR-22-12,aptitude-reasoning,22,Clocks and Calendars,clocks-calendars,medium-hard,stretch,Clocks and Calendars drill 12
KPOS-AR-23-01,aptitude-reasoning,23,Ages,ages,easy,must_do,Ages drill 1
KPOS-AR-23-02,aptitude-reasoning,23,Ages,ages,easy,must_do,Ages drill 2
KPOS-AR-23-03,aptitude-reasoning,23,Ages,ages,easy,must_do,Ages drill 3
KPOS-AR-23-04,aptitude-reasoning,23,Ages,ages,easy,must_do,Ages drill 4
KPOS-AR-23-05,aptitude-reasoning,23,Ages,ages,easy,must_do,Ages drill 5
KPOS-AR-23-06,aptitude-reasoning,23,Ages,ages,medium,must_do,Ages drill 6
KPOS-AR-23-07,aptitude-reasoning,23,Ages,ages,medium,should_do,Ages drill 7
KPOS-AR-23-08,aptitude-reasoning,23,Ages,ages,medium,should_do,Ages drill 8
KPOS-AR-23-09,aptitude-reasoning,23,Ages,ages,medium,should_do,Ages drill 9
KPOS-AR-23-10,aptitude-reasoning,23,Ages,ages,medium,should_do,Ages drill 10
KPOS-AR-23-11,aptitude-reasoning,23,Ages,ages,medium-hard,stretch,Ages drill 11
KPOS-AR-23-12,aptitude-reasoning,23,Ages,ages,medium-hard,stretch,Ages drill 12
KPOS-AR-24-01,aptitude-reasoning,24,Simplification and Approximation,simplification-approximation,easy,must_do,Simplification and Approximation drill 1
KPOS-AR-24-02,aptitude-reasoning,24,Simplification and Approximation,simplification-approximation,easy,must_do,Simplification and Approximation drill 2
KPOS-AR-24-03,aptitude-reasoning,24,Simplification and Approximation,simplification-approximation,easy,must_do,Simplification and Approximation drill 3
KPOS-AR-24-04,aptitude-reasoning,24,Simplification and Approximation,simplification-approximation,easy,must_do,Simplification and Approximation drill 4
KPOS-AR-24-05,aptitude-reasoning,24,Simplification and Approximation,simplification-approximation,easy,must_do,Simplification and Approximation drill 5
KPOS-AR-24-06,aptitude-reasoning,24,Simplification and Approximation,simplification-approximation,medium,must_do,Simplification and Approximation drill 6
KPOS-AR-24-07,aptitude-reasoning,24,Simplification and Approximation,simplification-approximation,medium,should_do,Simplification and Approximation drill 7
KPOS-AR-24-08,aptitude-reasoning,24,Simplification and Approximation,simplification-approximation,medium,should_do,Simplification and Approximation drill 8
KPOS-AR-24-09,aptitude-reasoning,24,Simplification and Approximation,simplification-approximation,medium,should_do,Simplification and Approximation drill 9
KPOS-AR-24-10,aptitude-reasoning,24,Simplification and Approximation,simplification-approximation,medium,should_do,Simplification and Approximation drill 10
KPOS-AR-24-11,aptitude-reasoning,24,Simplification and Approximation,simplification-approximation,medium-hard,stretch,Simplification and Approximation drill 11
KPOS-AR-24-12,aptitude-reasoning,24,Simplification and Approximation,simplification-approximation,medium-hard,stretch,Simplification and Approximation drill 12
KPOS-AR-25-01,aptitude-reasoning,25,Verbal Reasoning Basics,verbal-reasoning,easy,must_do,Verbal Reasoning Basics drill 1
KPOS-AR-25-02,aptitude-reasoning,25,Verbal Reasoning Basics,verbal-reasoning,easy,must_do,Verbal Reasoning Basics drill 2
KPOS-AR-25-03,aptitude-reasoning,25,Verbal Reasoning Basics,verbal-reasoning,easy,must_do,Verbal Reasoning Basics drill 3
KPOS-AR-25-04,aptitude-reasoning,25,Verbal Reasoning Basics,verbal-reasoning,easy,must_do,Verbal Reasoning Basics drill 4
KPOS-AR-25-05,aptitude-reasoning,25,Verbal Reasoning Basics,verbal-reasoning,easy,must_do,Verbal Reasoning Basics drill 5
KPOS-AR-25-06,aptitude-reasoning,25,Verbal Reasoning Basics,verbal-reasoning,medium,must_do,Verbal Reasoning Basics drill 6
KPOS-AR-25-07,aptitude-reasoning,25,Verbal Reasoning Basics,verbal-reasoning,medium,should_do,Verbal Reasoning Basics drill 7
KPOS-AR-25-08,aptitude-reasoning,25,Verbal Reasoning Basics,verbal-reasoning,medium,should_do,Verbal Reasoning Basics drill 8
KPOS-AR-25-09,aptitude-reasoning,25,Verbal Reasoning Basics,verbal-reasoning,medium,should_do,Verbal Reasoning Basics drill 9
KPOS-AR-25-10,aptitude-reasoning,25,Verbal Reasoning Basics,verbal-reasoning,medium,should_do,Verbal Reasoning Basics drill 10
KPOS-AR-25-11,aptitude-reasoning,25,Verbal Reasoning Basics,verbal-reasoning,medium-hard,stretch,Verbal Reasoning Basics drill 11
KPOS-AR-25-12,aptitude-reasoning,25,Verbal Reasoning Basics,verbal-reasoning,medium-hard,stretch,Verbal Reasoning Basics drill 12
KPOS-AR-26-01,aptitude-reasoning,26,Mixed Arithmetic Drill,mixed-arithmetic,easy,must_do,Mixed Arithmetic Drill drill 1
KPOS-AR-26-02,aptitude-reasoning,26,Mixed Arithmetic Drill,mixed-arithmetic,easy,must_do,Mixed Arithmetic Drill drill 2
KPOS-AR-26-03,aptitude-reasoning,26,Mixed Arithmetic Drill,mixed-arithmetic,easy,must_do,Mixed Arithmetic Drill drill 3
KPOS-AR-26-04,aptitude-reasoning,26,Mixed Arithmetic Drill,mixed-arithmetic,easy,must_do,Mixed Arithmetic Drill drill 4
KPOS-AR-26-05,aptitude-reasoning,26,Mixed Arithmetic Drill,mixed-arithmetic,easy,must_do,Mixed Arithmetic Drill drill 5
KPOS-AR-26-06,aptitude-reasoning,26,Mixed Arithmetic Drill,mixed-arithmetic,medium,must_do,Mixed Arithmetic Drill drill 6
KPOS-AR-26-07,aptitude-reasoning,26,Mixed Arithmetic Drill,mixed-arithmetic,medium,should_do,Mixed Arithmetic Drill drill 7
KPOS-AR-26-08,aptitude-reasoning,26,Mixed Arithmetic Drill,mixed-arithmetic,medium,should_do,Mixed Arithmetic Drill drill 8
KPOS-AR-26-09,aptitude-reasoning,26,Mixed Arithmetic Drill,mixed-arithmetic,medium,should_do,Mixed Arithmetic Drill drill 9
KPOS-AR-26-10,aptitude-reasoning,26,Mixed Arithmetic Drill,mixed-arithmetic,medium,should_do,Mixed Arithmetic Drill drill 10
KPOS-AR-26-11,aptitude-reasoning,26,Mixed Arithmetic Drill,mixed-arithmetic,medium-hard,stretch,Mixed Arithmetic Drill drill 11
KPOS-AR-26-12,aptitude-reasoning,26,Mixed Arithmetic Drill,mixed-arithmetic,medium-hard,stretch,Mixed Arithmetic Drill drill 12
KPOS-AR-27-01,aptitude-reasoning,27,Mixed Reasoning Drill,mixed-reasoning,easy,must_do,Mixed Reasoning Drill drill 1
KPOS-AR-27-02,aptitude-reasoning,27,Mixed Reasoning Drill,mixed-reasoning,easy,must_do,Mixed Reasoning Drill drill 2
KPOS-AR-27-03,aptitude-reasoning,27,Mixed Reasoning Drill,mixed-reasoning,easy,must_do,Mixed Reasoning Drill drill 3
KPOS-AR-27-04,aptitude-reasoning,27,Mixed Reasoning Drill,mixed-reasoning,easy,must_do,Mixed Reasoning Drill drill 4
KPOS-AR-27-05,aptitude-reasoning,27,Mixed Reasoning Drill,mixed-reasoning,easy,must_do,Mixed Reasoning Drill drill 5
KPOS-AR-27-06,aptitude-reasoning,27,Mixed Reasoning Drill,mixed-reasoning,medium,must_do,Mixed Reasoning Drill drill 6
KPOS-AR-27-07,aptitude-reasoning,27,Mixed Reasoning Drill,mixed-reasoning,medium,should_do,Mixed Reasoning Drill drill 7
KPOS-AR-27-08,aptitude-reasoning,27,Mixed Reasoning Drill,mixed-reasoning,medium,should_do,Mixed Reasoning Drill drill 8
KPOS-AR-27-09,aptitude-reasoning,27,Mixed Reasoning Drill,mixed-reasoning,medium,should_do,Mixed Reasoning Drill drill 9
KPOS-AR-27-10,aptitude-reasoning,27,Mixed Reasoning Drill,mixed-reasoning,medium,should_do,Mixed Reasoning Drill drill 10
KPOS-AR-27-11,aptitude-reasoning,27,Mixed Reasoning Drill,mixed-reasoning,medium-hard,stretch,Mixed Reasoning Drill drill 11
KPOS-AR-27-12,aptitude-reasoning,27,Mixed Reasoning Drill,mixed-reasoning,medium-hard,stretch,Mixed Reasoning Drill drill 12
KPOS-AR-28-01,aptitude-reasoning,28,Aptitude Mock 1,aptitude-mock-1,easy,must_do,Aptitude Mock 1 drill 1
KPOS-AR-28-02,aptitude-reasoning,28,Aptitude Mock 1,aptitude-mock-1,easy,must_do,Aptitude Mock 1 drill 2
KPOS-AR-28-03,aptitude-reasoning,28,Aptitude Mock 1,aptitude-mock-1,easy,must_do,Aptitude Mock 1 drill 3
KPOS-AR-28-04,aptitude-reasoning,28,Aptitude Mock 1,aptitude-mock-1,easy,must_do,Aptitude Mock 1 drill 4
KPOS-AR-28-05,aptitude-reasoning,28,Aptitude Mock 1,aptitude-mock-1,easy,must_do,Aptitude Mock 1 drill 5
KPOS-AR-28-06,aptitude-reasoning,28,Aptitude Mock 1,aptitude-mock-1,medium,must_do,Aptitude Mock 1 drill 6
KPOS-AR-28-07,aptitude-reasoning,28,Aptitude Mock 1,aptitude-mock-1,medium,should_do,Aptitude Mock 1 drill 7
KPOS-AR-28-08,aptitude-reasoning,28,Aptitude Mock 1,aptitude-mock-1,medium,should_do,Aptitude Mock 1 drill 8
KPOS-AR-28-09,aptitude-reasoning,28,Aptitude Mock 1,aptitude-mock-1,medium,should_do,Aptitude Mock 1 drill 9
KPOS-AR-28-10,aptitude-reasoning,28,Aptitude Mock 1,aptitude-mock-1,medium,should_do,Aptitude Mock 1 drill 10
KPOS-AR-28-11,aptitude-reasoning,28,Aptitude Mock 1,aptitude-mock-1,medium-hard,stretch,Aptitude Mock 1 drill 11
KPOS-AR-28-12,aptitude-reasoning,28,Aptitude Mock 1,aptitude-mock-1,medium-hard,stretch,Aptitude Mock 1 drill 12
KPOS-AR-29-01,aptitude-reasoning,29,Aptitude Mock 2,aptitude-mock-2,easy,must_do,Aptitude Mock 2 drill 1
KPOS-AR-29-02,aptitude-reasoning,29,Aptitude Mock 2,aptitude-mock-2,easy,must_do,Aptitude Mock 2 drill 2
KPOS-AR-29-03,aptitude-reasoning,29,Aptitude Mock 2,aptitude-mock-2,easy,must_do,Aptitude Mock 2 drill 3
KPOS-AR-29-04,aptitude-reasoning,29,Aptitude Mock 2,aptitude-mock-2,easy,must_do,Aptitude Mock 2 drill 4
KPOS-AR-29-05,aptitude-reasoning,29,Aptitude Mock 2,aptitude-mock-2,easy,must_do,Aptitude Mock 2 drill 5
KPOS-AR-29-06,aptitude-reasoning,29,Aptitude Mock 2,aptitude-mock-2,medium,must_do,Aptitude Mock 2 drill 6
KPOS-AR-29-07,aptitude-reasoning,29,Aptitude Mock 2,aptitude-mock-2,medium,should_do,Aptitude Mock 2 drill 7
KPOS-AR-29-08,aptitude-reasoning,29,Aptitude Mock 2,aptitude-mock-2,medium,should_do,Aptitude Mock 2 drill 8
KPOS-AR-29-09,aptitude-reasoning,29,Aptitude Mock 2,aptitude-mock-2,medium,should_do,Aptitude Mock 2 drill 9
KPOS-AR-29-10,aptitude-reasoning,29,Aptitude Mock 2,aptitude-mock-2,medium,should_do,Aptitude Mock 2 drill 10
KPOS-AR-29-11,aptitude-reasoning,29,Aptitude Mock 2,aptitude-mock-2,medium-hard,stretch,Aptitude Mock 2 drill 11
KPOS-AR-29-12,aptitude-reasoning,29,Aptitude Mock 2,aptitude-mock-2,medium-hard,stretch,Aptitude Mock 2 drill 12
KPOS-AR-30-01,aptitude-reasoning,30,Final Aptitude Review,final-aptitude-review,easy,must_do,Final Aptitude Review drill 1
KPOS-AR-30-02,aptitude-reasoning,30,Final Aptitude Review,final-aptitude-review,easy,must_do,Final Aptitude Review drill 2
KPOS-AR-30-03,aptitude-reasoning,30,Final Aptitude Review,final-aptitude-review,easy,must_do,Final Aptitude Review drill 3
KPOS-AR-30-04,aptitude-reasoning,30,Final Aptitude Review,final-aptitude-review,easy,must_do,Final Aptitude Review drill 4
KPOS-AR-30-05,aptitude-reasoning,30,Final Aptitude Review,final-aptitude-review,easy,must_do,Final Aptitude Review drill 5
KPOS-AR-30-06,aptitude-reasoning,30,Final Aptitude Review,final-aptitude-review,medium,must_do,Final Aptitude Review drill 6
KPOS-AR-30-07,aptitude-reasoning,30,Final Aptitude Review,final-aptitude-review,medium,should_do,Final Aptitude Review drill 7
KPOS-AR-30-08,aptitude-reasoning,30,Final Aptitude Review,final-aptitude-review,medium,should_do,Final Aptitude Review drill 8
KPOS-AR-30-09,aptitude-reasoning,30,Final Aptitude Review,final-aptitude-review,medium,should_do,Final Aptitude Review drill 9
KPOS-AR-30-10,aptitude-reasoning,30,Final Aptitude Review,final-aptitude-review,medium,should_do,Final Aptitude Review drill 10
KPOS-AR-30-11,aptitude-reasoning,30,Final Aptitude Review,final-aptitude-review,medium-hard,stretch,Final Aptitude Review drill 11
KPOS-AR-30-12,aptitude-reasoning,30,Final Aptitude Review,final-aptitude-review,medium-hard,stretch,Final Aptitude Review drill 12
